,order_time,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
89,20141023,24.019713000000003,-10700,-257010.92910000004,519.1620767820001,-256491.76702321804,0,0.0,300340.45484045043,0.0,300340.45484045043,0.0,0.10065840361564271
90,20141031,24.88113,10500,261251.865,266.4769023,261518.3419023,10500,261251.865,38912.22633812073,0.0,300164.09133812075,0.0,0.10118650774271865
91,20141103,25.1797685,10400,261869.59240000002,267.10698424800006,262136.69938424803,20900,526257.16165,0.0,223222.52743481038,303034.6342151896,0.7366238120369324,0.09259093371349147
92,20141110,25.492390500000003,10200,260022.38310000004,265.222830762,260287.60593076205,31100,792813.34455,0.0,483845.1681172785,308968.17643272155,1.5660032489547893,0.07482349265076838
93,20141111,25.815601,600,15489.3606,15.799147812,15505.159747812,31700,818354.5517000001,0.0,499495.48141552566,318859.0702844744,1.5665086176469563,0.04520612967837401
94,20141210,31.124089499999997,-31700,-986633.6371499998,1992.9999470429998,-984640.6372029568,0,0.0,481988.87582879275,0.0,481988.87582879275,0.0,0.0885456631325765
95,20141218,33.87827,4600,155840.04200000002,158.95684284,155998.99884284002,4600,155840.04200000002,326134.49172448955,0.0,481974.53372448956,0.0,0.08857278444973238
96,20141229,35.1385185,4500,158123.33325000003,161.28579991500004,158284.61904991503,9100,319760.51835,167964.036870166,0.0,487724.555220166,0.0,0.07769933426832865
97,20150105,36.386300500000004,4300,156461.09215,159.59031399300002,156620.682463993,13400,487576.42670000007,11368.55027145482,0.0,498944.9769714549,0.0,0.05648120542851165
98,20150119,34.14013,-13400,-457477.74199999997,924.1050388399999,-456553.63696116,0,0.0,467927.87278688303,0.0,467927.87278688303,0.0,0.11513541000425953
99,20150316,36.897529999999996,8100,298869.99299999996,304.84739285999996,299174.84039285994,8100,298869.99299999996,169572.6025970893,0.0,468442.59559708927,0.0,0.11416205488928854
100,20150317,37.4775445,8000,299820.356,305.8167631200001,300126.17276312003,16100,603388.4664500001,0.0,130545.09153590086,472843.37491409923,0.27608527149104456,0.10584005910217009
101,20150318,38.046626,7800,296763.6828,302.698956456,297066.381756456,23900,909314.3614,0.0,427650.6368198176,481663.72458018246,0.8878614165776287,0.08916053316494832
102,20150320,38.640784000000004,1800,69553.4112,70.944479424,69624.355679424,25700,993068.1488000001,0.0,497531.62136989075,495536.52743010933,1.0040261289114814,0.06292667807787777
103,20150505,45.74452600000001,-25700,-1175634.3182,2374.781322764,-1173259.536877236,0,0.0,671230.5979020093,0.0,671230.5979020093,0.0,0.08585885408776028
104,20150520,48.39078,6000,290344.68,296.1515736,290640.8315736,6000,290344.68,380959.03546530876,0.0,671303.7154653087,0.0,0.0857592761285465
105,20150522,49.4774825,5900,291917.14675,297.75548968500004,292214.902239685,11900,588782.04175,88782.230081568,0.0,677564.271831568,0.0,0.07723309721389593
106,20150525,50.560843,5800,293252.8894,299.117947188,293552.00734718796,17700,894926.9210999999,0.0,204765.33815411586,690161.5829458841,0.29669188087823717,0.06007696569449361
107,20150526,51.66351199999999,5700,294482.01839999994,300.371658768,294782.3900587679,23400,1208926.1807999997,0.0,499609.15781433,709317.0229856698,0.7043524145400688,0.033989394652359395
108,20150528,49.43272799999999,-23400,-1156725.8351999999,2336.5861871039997,-1154389.2490128959,0,0.0,654480.2807390532,0.0,654480.2807390532,0.0,0.10867091625178804
109,20150605,52.54905,4400,231215.82,235.8401364,231451.6601364,4400,231215.82,423224.9892315221,0.0,654440.809231522,0.0,0.10872467203890224
110,20150619,48.47056800000001,-4400,-213270.49920000002,430.806408384,-212839.69279161602,0,0.0,636276.3421369146,0.0,636276.3421369146,0.0,0.13346264855047618
111,20160712,32.359623,16400,530697.8171999999,541.311773544,531239.1289735439,16400,530697.8171999999,113330.36674103746,0.0,644028.1839410374,0.0,0.12290550533933531
112,20160713,32.77758285,16100,527719.083885,538.2734655627,528257.3573505627,32500,1065271.4426250001,0.0,414921.32409118814,650350.118533812,0.6379968454939494,0.11429573613172705
113,20160727,32.13308745,-32500,-1044325.342125,2109.5371910924996,-1042215.8049339075,0,0.0,626048.0350940322,0.0,626048.0350940322,0.0,0.14739246097283498
114,20160815,33.034688,16400,541768.8832,552.604260864,542321.487460864,16400,541768.8832,84133.6009577309,0.0,625902.4841577309,0.0,0.14759068510045203
115,20160816,34.033839,15900,541138.0401,551.960800902,541690.000900902,32300,1099292.9997,0.0,457552.19326312316,641740.8064368769,0.7129859729562469,0.12602065816359975
116,20160825,33.140846,-32300,-1070449.3258000002,2162.3076381160004,-1068287.0181618843,0,0.0,609773.1000867467,0.0,609773.1000867467,0.0,0.16955710570701188
117,20161111,34.030158,20600,701021.2548,715.0416798960001,701736.296479896,20600,701021.2548,0.0,90467.45815990376,610553.7966400962,0.1481727878161598,0.1684938841492949
118,20161114,34.3359692,11900,408598.03348,416.7699941496,409014.8034741496,32500,1115918.999,0.0,499509.40187150135,616409.5971284987,0.8103530577694299,0.1605189375580145
119,20161122,34.6316415,0,0.0,5.0,5.0,32500,1125528.3487500001,0.0,500414.1934023583,625114.1553476418,0.8005164962614952,0.14866430093987149
120,20161124,34.93611685,0,0.0,5.0,5.0,32500,1135423.797625,0.0,500719.4869556771,634704.3106693227,0.7889019792974891,0.13560357992590244
121,20161205,34.736876,-32500,-1128948.47,2280.4759094,-1126667.9940906,0,0.0,624896.0493791639,0.0,624896.0493791639,0.0,0.14896133692210745
122,20170324,34.929616,25200,880226.3232000001,897.8308496640002,881124.1540496642,25200,880226.3232000001,0.0,253943.12366070854,626283.1995392916,0.40547650623154985,0.14707219324943388
123,20170330,34.40885,-25200,-867103.02,1751.5481004,-865351.4718996,0,0.0,611103.479333784,0.0,611103.479333784,0.0,0.16774527768071856
124,20170406,35.079879,22300,782281.3017,797.926927734,783079.228627734,22300,782281.3017,0.0,171884.07918869727,610397.2225113027,0.2815938094893846,0.1687071206345846
125,20170419,34.4927938,-22300,-769189.30174,1553.7623895148001,-767635.5393504852,0,0.0,595286.8158535534,0.0,595286.8158535534,0.0,0.1892858077511863
126,20170607,35.26815,17700,624246.255,636.7311801000001,624882.9861801,17700,624246.255,0.0,28642.972896315623,595603.2821036844,0.04809069015729395,0.1888548160451443
127,20170608,35.610655300000005,13200,470060.64996000007,479.4618629592001,470540.11182295927,30900,1100369.2487700002,0.0,499191.6776111438,601177.5711588564,0.8303564563276702,0.18126325660123932
128,20170612,35.953390250000005,0,0.0,5.0,5.0,30900,1110959.758725,0.0,499496.23754496145,611463.5211800386,0.8168864049011525,0.16725494087703252
129,20170615,35.263762850000006,-30900,-1089650.2720650001,2201.0935495713,-1087449.178515429,0,0.0,587503.2594792065,0.0,587503.2594792065,0.0,0.199886142666724
130,20170622,36.036901,16900,609023.6269,621.2040994380001,609644.8309994381,16900,609023.6269,0.0,21994.681017045514,587028.9458829545,0.03746779638602515,0.20053210483792838
131,20170626,36.4004384,13100,476845.74304,486.3826579008,477332.1256979008,30000,1092013.152,0.0,499340.0055030778,592673.1464969222,0.8425217313362297,0.1928453336550624
132,20170627,36.74784065,0,0.0,5.0,5.0,30000,1102435.2195000001,0.0,499494.8075047287,602940.4119952715,0.8284314628236363,0.17886246416522977
133,20170717,37.11825485,0,0.0,5.0,5.0,30000,1113547.6455,0.0,501601.78147180914,611945.864028191,0.8196832611466126,0.1665980437610327
134,20170718,36.31717145,-30000,-1089515.1435,2200.82058987,-1087314.32291013,0,0.0,585562.0609038793,0.0,585562.0609038793,0.0,0.20252983843333427
135,20170719,37.164699999999996,14200,527738.74,538.2935148,528277.0335148,14200,527738.74,57314.30549212464,0.0,585053.0454921246,0.0,0.20322306060354345
136,20170801,37.59133235,14000,526278.6529,536.804225958,526815.4571259579,28200,1060075.5722700001,0.0,469475.35503747244,590600.2172325277,0.7949122627102477,0.19566843191528993
137,20170811,36.77490745,-28200,-1037052.39009,2094.8458279818,-1034957.5442620182,0,0.0,564354.2645844482,0.0,564354.2645844482,0.0,0.23141248962699812
138,20170825,37.843511,17100,647124.0381,660.066518862,647784.104618862,17100,647124.0381,0.0,83147.59940380021,563976.4386961998,0.14743098062043292,0.23192704631067462
139,20170828,38.18794795,10900,416248.632655,424.57360530810007,416673.2062603081,28000,1069262.5426,0.0,499845.74994392943,569416.7926560706,0.8778205286366357,0.22451789151560309
140,20170830,38.541025649999995,0,0.0,5.0,5.0,28000,1079148.7181999998,0.0,500150.70238001324,578998.0158199866,0.863821099061439,0.21146933510342691
141,20171009,39.101149,0,0.0,5.0,5.0,28000,1094832.172,0.0,503618.15460954886,591214.0173904512,0.851837303913158,0.19483250461775758
142,20171010,38.57489760000001,-28000,-1080097.1328000003,2181.7962082560007,-1077915.3365917443,0,0.0,574146.0965358126,0.0,574146.0965358126,0.0,0.21807710755624943
143,20171013,39.188391,21200,830793.8892000001,847.409766984,831641.2989669841,21200,830793.8892000001,0.0,257409.0762105235,573384.8129894766,0.44892900959211096,0.21911389076545784
144,20171016,39.45274715,6100,240661.757615,245.47499276730002,240907.2326077673,27300,1077059.997195,0.0,498393.5315411539,578666.4656538462,0.8612794435530485,0.21192086941927946
145,20171025,39.70161635,0,0.0,5.0,5.0,27300,1083854.126355,0.0,499446.10039228806,584408.025962712,0.8546188248690395,0.20410150520007408
